word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
شووریی	شوورەیی	شووتیی,شوورەیی,سووریی,نووریی,دووریی,ئاشووریی	0	1	1
شۆرەسواڕ	شۆڕەسوار	شۆڕەسوار	1	1	0
شینەیی	شێنەیی	شینجیی,شینایی,شینە یی,شی نەیی,شوەشینەی,نەیی	0	0	0
شەپولاوی	شەپۆلاوی	لەولاوی	0	0	0
شەرمیون	شەرمێون	شەرمین,شەرمینن,شەرمیان,شەرمی ون,شەرم یون	0	0	0
شەکت	شەکەت	detected_correct	0	0	0
شەۆ	شەو	شۆە,شەپ,شۆ,شە,شەمۆ,شەش,شەس,شەڕ,شەق,شنۆ,شەن,شەم,شەک,شەو	0	0	0
قازناجج	قازانج	قازانج	1	1	0
قامانج	قازانج	قازانج,ئامانج	1	1	1
قد	قەت	قەد,قپ,قت,قڕ,قژ,قخ,قدوم	0	0	0
قۆرس	قورس	قۆرغ,مۆرس,قارس,قەرس,قۆرە,قورس	0	0	0
کاێە	کایە	کایە,کابە,کاتە,کاشە,کاسە,کارە,کاژە,کاڵە,کافە,کاچە,کالە,کانە,کامە,کاکە,کازە	1	1	1
کرەسە	کەرەسە	کەرەسە,کەرەس,کراسە,کرەوە,کریسە,کرە سە	1	1	1
کوبوونەوە	کۆبوونەوە	کوتبوونەوە,کوتوونەوە,کۆبوونەوە,بوونەوەوە,کۆکبوونەوە,کەڕبوونەوە,خاوبوونەوە	0	1	1
کوتایی	کۆتایی	کوتایت,کوتای,کوتایتی,کوشتایی,کوتاینی,کوتاایی,کوتانی,کوتاین,کوتامی,کۆتایی,کوتایە,کوتاوی,کوتای ی,کوتا یی,کوتاهیای	0	0	1
کوترەباریکە	کۆترەباریکە	کوترە باریکە,کولەکەباریکە	0	0	0
کوچەر	کۆچەر	detected_correct	0	0	0
کورتەبزوین	کورتەبزوێن	کورتە بزوین,کورتمەین	0	0	0
کوسپ	کۆسپ	کوس,کوست,کوسن,کوسم,کوسک,کوسگ,کوسا,کۆسپ,کوسێ,کوسە,کوسی	0	0	1
کوشک	کۆشک	شوکک,کەشک,وشک,کشک,کوک,کەوشک,کووشک,وشکک,بوشک,پوشک,توشک,کوتک,کوشت,کوسک,کورک	0	0	0
کوڵول	کوڵۆڵ	کوڵوو,کوڵ ول,کول	0	0	0
کوڵۆل	کوڵۆڵ	کولۆڵ,کوڵۆک,کوڵۆڵ,کوڵۆ,کوڵۆلە,کوڵۆت,کوڵۆش,کوڵۆن,کوڵۆم,کوڵۆگ,کوڵۆا,کوڵۆێ,کوڵۆە,کوڵۆی	0	1	1
کومار	کۆمار	detected_correct	0	0	0
کۆبوونەۆە	کۆبوونەوە	کۆبوونەوە,کۆکبوونەوە	1	1	1
کۆرانکاری	گۆڕانکاری	کانکاری,ماکارینکۆ	0	0	0
کۆرانی	گۆرانی	کرۆانی,کۆتانی,لۆرانی,کرانی,کۆانی,کۆترانی,کلۆرانی,کۆرگانی,کۆریان,بۆرانی,کۆبانی,کۆپانی,شۆرانی,کۆشانی,سۆرانی	0	0	0
کۆڵۆڵ	کوڵۆڵ	detected_correct	0	0	0
کۆمەلگا	کۆمەڵگا	کۆمەڵگا,گەلەکۆمە	1	1	1
کۆێی	کوێی	کۆیی,کۆی,کۆێ,کۆپێی,کۆسێی,کۆرێی,کۆێکی,کۆبی,کۆتی,کشێی,کۆشی,کۆێش,کۆسی,کرێی,کۆری	0	0	0
کێژ	کەژ	ژێک,کیژ,لێژ,کێ,بێژ,تێژ,کێت,کێش,کرژ,کێر,کێڵ,کێف,چێژ,کێچ,نێژ	0	0	0
کیهە	کێهە	کیژە,کیتە,شیهە,کیسە,کیرە,کیڵە,کیفە,کیچە,کیلە,کینە,کیمە,کیها,کیوە,هەیهەی	0	0	0
کەراوسە	کەرەسە	کەرا وسە,سەراوە,سەراو	0	0	0
کەۆتە	کەوتە	کۆتە,کەرتە,کەیتە	0	0	0
کەێل	کەیل	کەلێ,کەل,کەفل,زێلکە	0	0	0
گرینگتی	گرینگی	تیورینگ	0	0	0
گوبەرۆک	گۆبەرۆک	بوبەرۆک,گوزەرۆک,سەروبەرۆک,بەرۆکۆک,بەرۆک	0	0	0
گوچان	گۆچان	گەچان,وچان,گوان,وچانگ,گوشان,گوڕان,گوڵان,گولان,گونان,گومان,کوچان,گۆچان,گێچان,گووان,گ وچان	0	0	1
گووتی	گوتی	detected_correct	0	0	0
گۆڵاو	گوڵاو	گۆلاو,گڵاو,گۆڵا,گۆڵار,خۆڵاو,گۆڵان,گۆماو,دۆڵاو,گوڵاو,گۆڵوو,گۆڵا و	0	0	1
گەلاویژ	گەلاوێژ	گەلاوێژ	1	1	0
گەلیک	گەلێک	گیلەک,گەلێک,گلیک,گەلک,گەلی,گلیکە,گەلیت,گەریک,عەلیک,گەلین,گەلیم,گەلۆک,گەلەک,وەلیک,گەلی ک	0	1	1
گەمارو	گەمارۆ	گەرماو,گەمارۆ,مارگەمار	0	1	1
گەول	گەون	گول,گەل,گولە,گەور,گەوج,گەون,گەوز,گەوە,گە ول	0	0	1
گەیز	کەزیە	گەزی,گویز,گیز,گەز,گەی,یگەز,گیزە,گەیت,گەین,گەیم,گەیێ,گەوز,گەیی	0	0	0
لامپەر	لەمپەر	کامپەر,لامەر,لاملەر,لامکەر,لامگەر,لامدەر,لەمپەر,لام پەر,پەلامارەر	0	0	1
لاوایز	لاواز	لاوازی,لاواز	0	1	0
لاوین	لاوێن	detected_correct	0	0	0
لاین	لایەن	detected_correct	0	0	0
لوتکە	لۆتکە	کوتلە,کوتکە,لوکە,لووتکە,لوۆکە,لێتکە,لوەکە,لووکە,لوت کە,لو تکە	0	0	0
لێرەوار	لێڕەوار	لێوارە,لێوارار,لێوار	0	0	0
لیزان	لێزان	detected_correct	0	0	0
لیۆ	لێو	detected_correct	0	0	0
لەخوبوردوو	لەخۆبوردوو	لەخۆبووردنوو,لەخۆبووردن,بووردوووو	0	0	0
لەخۆبۆردوو	لەخۆبوردوو	لەخۆبووردنوو,لەخۆبووردن	0	0	0
لەرزوک	لەرزۆک	لەرزەک,لەرزک,لەرزۆک,لەرزێک,لەرزوو	0	1	1
لەمپەڕ	لەمپەر	لەمەڕ,لەمپەر,نەمپەڕ,مەمپەڕ,دەمپەڕ,لێمپەڕ,لە مپەڕ	0	1	1
لەمێژو	لەمێژەوە	لەمێژ,لەمێژ و	0	0	0
لەمیژەوە	لەمێژەوە	مەمیلەوە,ئەمیلەوە,جەمیلەوە,چەمیلەوە	0	0	0
لەێ	لەی	لەی,لوێ,لێ,لە,لەپێ,لەتێ,لەرێ,لەڕێ,لەقێ,لەلێ,لەزێ,لەوێ,بەێ,لپێ,لەپ	1	1	1
ماژه	ئاماژە	مژها,ماهر	0	0	0
ماندو	ماندوو	detected_correct	0	0	0
ماویێک	ماوەیێک	ماوێک,میاوێک,ماوێکی,ماو یێک,ماتاوێک	0	0	0
ماوەییک	ماوەیێک	پاوەییک,مارەییک,قاوەییک,ماوەیەک,ماوەی یک,سیساوەییک	0	0	0
مرج	مەرج	مر,مەرج,مرت,مرن,مرم,مرک,مرگ,مرد,مرا,مرێ,مرە,مری	0	1	1
موچە	مووچە	detected_correct	0	0	0
موودا	مەودا	detected_correct	0	0	0
موورو	مووروو	موورە,مووو,موور,مووروو,موورت,موورن,موورم,موورک,موورگ,موورا,موورێ,موووو,مووری,موور و,مورووک	0	0	1
مێژو	مێژوو	مێوژ,مێو,مێژوو,مێوو	0	1	1
مێللورە	مێلوورە	لومێترە	0	0	0
میڵلورە	مێلوورە	میڵەرە	0	0	0
مەتەل	مەتەڵ	مەلەت,لەتەم,مەتەک,مەتەڵ,مەتە,مەتەلە,مەتەت,مەسەل,مەتەر,مەتەڕ,مەتەن,مەتەم,مەتگل,مەتەگ,مەتەی	0	0	1
مەوا	هەوا	ماوە,مووا,نەوا,موا,مەشوا,مەڕوا,مقەوا,مەخوا,مەجوا,مەوجا,مەودا,شەوا,مشوا,ڕەوا,مڕوا	0	0	0
نامو	نامۆ	ناوم,وامن,نامە,ناو,نام,نامسو,نامڕو,نامدو,ناموو,نوام,نامب,نامت,نامش,ناسو,نامر	0	0	0
ناوندی	ناوەند	نواندی,ناوەندی,ناون دی,ناونانی	0	0	0
ناوەروک	ناوەرۆک	ناوەرۆک	1	1	0
نرح	نرخ	نرخ,نرک,نوح	1	1	1
نشیۆ	نشێو	شنۆی,نۆشی,نشین	0	0	0
نوبەرە	نۆبەرە	بوبەرە,نۆبەرە,بەرەبەرە	0	1	1
نورە	نۆرە	ونەر,ورە,نورژە,نوقرە,نوورە,ورەن,تورە,نوسە,نورژ,خورە,نوحە,کورە,نۆرە,نێرە,نوری	0	0	1
نوستو	نوستوو	نوست,نوستوو,نووست,نوستن,نوستم,نوستی,نوست و,ستوون	0	1	1
نوینەر	نوێنەر	نوێنەر,نینەر,نگوینەر,نەوینەر,نشینەر,چوینەر,کوینەر,نگینەر,دوینەر,پەروینەر,ئەوینەر,ڕەوینەر,وەرینەر	1	1	1
نۆێنەر	نوێنەر	نهێنەر,نوێنەر	0	1	0
نیوان	نێوان	detected_correct	0	0	0
هاتوچو	هاتوچۆ	داهاتوو	0	0	0
هارکاری	هاریکاری	هاریکاری,هاریکار,هاوکاری,هاریی	1	1	1
هارو	هاروو	هارە,هاو,هارون,هاروێ,هوار,هارت,هارف,هاری,هاروکی	0	0	0
هاسەرۆک	هاوسەرۆک	هەسارۆک,ها سەرۆک,سەراسەرۆک,سەرتاسەرۆک,سەرۆکۆک,سەرۆک	0	0	0
هاوێن	هاوین	detected_correct	0	0	0
هتاو	تاو	هوات,تاو,هاو,هەتاو,هاوت,کتاو	0	1	1
همەلایەنە	هەمەلایەنە	هەمەلایەنە,مەلایەتی	1	1	1
هناسە	هەناسە	هانسە,ناسە,هەناسە,بناسە,تناسە,شناسە,مناسە,یناسە	0	1	1
هو	هۆ	detected_correct	0	0	0
هوا	هەوا	detected_correct	0	0	0
هور	هەور	هوە,هوت,هەر,هو,هوگر,هوار,هەور,هوەر,هوور,تور,هوڕ,خور,هون,هوم,هوک	0	0	1
هورەاز	هەوراز	هەوراز	1	1	0
هوز	هۆز	هو,هوت,هوڕ,قوز,هون,هوم,کوز,هوک,هوگ,هاز,هوا,هۆز,هێز,هوێ,هوە	0	0	1
هوزان	هۆزان	هوان,پوزان,هوتان,هوڕان,قوزان,غوزان,هومان,کوزان,هوکان,هودان,هازان,هۆزان,هێزان,هویان,هو زان	0	0	1
هوگر	هۆگر	detected_correct	0	0	0
هۆگو	هۆگر	هوگۆ,هۆگ,هۆگر,هۆوو,هۆگ و	0	1	1
هۆێ	هۆی	detected_correct	0	0	0
هێشو	هێشوو	هێشە,هێشوو,هوێش,هێشت,هێشم,هێوو,هێشی	0	1	1
هێندی	هێندێ	detected_correct	0	0	0
هیرو	هێرۆ	ژیرو,هیو,بیرو,هیوو	0	0	0
هیرۆ	هێرۆ	هۆری,هێرۆ,بیرۆ,نیرۆ,هیرۆیوکی	0	1	1
هیژا	هێژا	ژیها,هێژا,تیژا,هیتا,هیسا,هیجا,هینا,کیژا,هەژا,هیوا	0	1	1
هیژان	هێژان	هێژان,هژان,هژانی,تیژان,هیتان,هیسان,هیجان,هینان,کیژان,دیژان,هەژان,هیوان	1	1	1
هیمن	هێمن	هینم,هینن,هێمن,هین,پیمن,تیمن,هیتن,سیمن,هیسن,ڕیمن,جیمن,نیمن,میمن,کیمن,دیمن	0	1	1
هەرت	هەرد	detected_correct	0	0	0
هەلاتن	هەڵاتن	هەلانت,هەلتان,هەلارن,هەڵاتن,هەلان,هەلاجن,هەلاهەلن	0	0	1
هەلسەنگاندن	هەڵسەنگاندن	هەڵسەنگاندن,هەل سەنگاندن,هەڵشەنگاندن,سەنگاندنن,سەنگاندن	1	1	1
هەلفرین	هەڵفڕین	هەمفرین,هەلارین,ئەلفریدین	0	0	0
هەلکەوتە	هەڵکەوتە	هەڵکەوتە,هەڵسوکەوتە	1	1	1
هەڵالە	هەڵاڵە	هاڵەلە,هەڵاڵە,گەڵالە,هەڵاشلە,هەڵڵالە,هەڵوالە,هەڵاولە,بەڵالە,هەڵاشە,سەڵالە,هەرالە,هەڤالە,قەڵالە,هەنالە,هەڵانە	0	1	1
هەڵکۆلین	هەڵکۆڵین	هەڵکۆکین,هەڵکۆڵین,هەڵکۆشین,هەڵکۆخین,هەڵ کۆلین,هەڵکۆڵانین	0	1	1
هەڵوەڕێنم	هەڵوەرێنم	هەڵڕەوێنم,هەڵپەڕێنم,هەڵوەشێنم,هەڵسەڕێنم,هەڵوەرێنم,هەڵجەڕێنم,هەڵنەڕێنم,هەڵمەڕێنم,هەڵگەڕێنم,هەڵزەڕێنم,هەڵدەڕێنم,هەڵوەڕێ نم,هەڵوە ڕێنم,هەڵوەزینم	0	0	1
هەڵوەڕین	هەڵوەرین	detected_correct	0	0	0
هەمولایەنە	هەمەلایەنە	هەمەلایەنە,بێلایەنە	1	1	1
هەمەلایانە	هەمەلایەنە	هەمەلایەنە,هەلایهەلانە,هەلاهەلانە	1	1	1
هەمەلاینە	هەمەلایەنە	هەمەلایەنە,هەمەیلانە,هەلایهەلینە,هەلاهەلینە,هەلارینە,هەلاجینە	1	1	1
هەناسا	هەناسە	هەسانا,سەناها,هەنادا,هەناست,هەراسا,هەنارا,هەناڕا,قەناسا,هەناها,نەناسا,هەنکسا,هەناسە,هەناوا,هەنا سا,هەسارەناسا	0	0	1
هەورەها	هەروەها	هەروەها,گەورەها,هەورها,هەوڵەها,چەورەها,دەورەها,هەوراها,هەوریها,هەورە ها,هەورازەها,هەورازها,هەرەوەزها,هەوارها	1	1	1
هەوین	هاوین	هەوێن,هەقین,هوین,هەین,هەوی,هەورین,هەویرن,هەوڵین,هەویجن,هەوینج,هەواین,هەویان,هەوێین,هوینە,شەوین	0	0	0
واژەدا	واژەدان	detected_correct	0	0	0
وستین	ویستن	تسوین,واتین,ستین,وتین,وسین,نوستین,وستاین,وێستین,وەستین,ویستین,نوستی,ویستن,توسین,بستین,شستین	0	0	1
ووتن	وتن	توون,ووین,قوتن,وتن,وون,ووت,پووتن,تووتن,شووتن,سووتن,ڕووتن,فووتن,جووتن,لووتن,گووتن	0	0	1
ووتە	وتە	تووە,قوتە,وتە,ووە,ووت,پووتە,تووتە,شووتە,سووتە,ڕووتە,فووتە,جووتە,لووتە,گووتە,توتە	0	1	1
ووجا	وۆجا	جووا,ووا,پوجا,ووڕا,ووها,وودا,وو جا,وجاخا	0	0	0
وونی	وۆنی	ووین,نووی,وەنی,ونی,ووی,وون,بوونی,سوونی,ڕوونی,قوونی,هوونی,جوونی,چوونی,موونی,ووانی	0	0	0
وویە	وۆیە	ووە,ووی,بوویە,هوویە,چوویە,وویلە,ووینە,ووایە,وەوی,وتیە,وویت,ووچە,وولە,ووین,وویم	0	0	0
وێشر	وێژەر	وێشە,وێشت,وێش,وێشار,وێشن,وێمر,وێشم,وێکر,وێگر,وێزر,وێشۆ,وێشێ,وێشی,وێگوشرێ	0	0	0
وێشک	ویشک	وێکش,وشک,وێک,وێش,خوێشک,وێشنک,وێشەک,وێوشک,شوێک,وشکێ,بێشک,وێبک,وێتک,وێشت,ڕێشک	0	0	0
ویران	وێران	وریان,وتران,وێران,قیران,ویفران,چویران,زویران,ویردان,بیران,پیران,تیران,شیران,سیران,ژیران,ویڵان	0	1	1
ویژەر	وێژەر	وژەر,تیژەر,ویڵەر,ویلەر,کیژەر,ویگەر,مەویژەر	0	0	0
وینە	وێنە	یونە,وەنی,نیوە,وتنە,وێنە,قینە,ونە,بوینە,وتینە,سوینە,وسینە,وڕینە,وژینە,ڵوینە,هوینە	0	0	1
وەرگەرا	وەرگەڕا 	وەرگارە,وەرگرا,وەرگەزرا,وەرگەشا,وەرگەڕا,وەرگەنا,وەرگارا,وەروەرا,وەرگیرا,وەر گەرا,وەرا	0	0	0
وەشن	وەشەن	وشەن,شەون,وەن,وەرشن,خوەشن,وەشان,وەشێن,بەشن,وەرن,ڕەشن,وەڕن,هەشن,چەشن,نەشن,وەنن	0	0	0
یسا	یاسا	یاس,سیا,یدا,تسا,سا,یا,پیسا,سیسا,ریسا,فیسا,عیسا,هیسا,لیسا,میسا,کیسا	0	0	0
یکگرتوو	یەکگرتوو	یەکگرتوو,یەکگرتنوو	1	1	1
ئاواێتە	ئاوێتە	ئاوێتە,ئاواتە	1	1	1
ئاوژوو	ئاوەژوو	ئاووو,ئاوسوو,ئاوروو,ئاوڕوو,ئاواوو,ئاویوو,ئا وژوو,ئاوڕێژوو,ژووژوووو,ژووژوو	0	0	0
ئاویتە	ئاوێتە	ئاویتر,ئاوێتە,ئاویت,ئاویشە,ئاویڵە,ئاویچە,ئاویلە,ئاوینە,ئاواتە,ئاویت ە,ئاویشتیتە,ئاوسایتە	0	1	1
ئێساکە	ئێستاکە	ئیساکە,ئێسکە,ئێستاکە,ئێڵساکە,ئێڤاکە,ئێسانە,ئێماکە,ئێسۆکە,ئێسەکە,ئێسا کە,تێرێساکە	0	1	1
ئیجگار	ئێجگار	ئێجگار,ئیدگار	1	1	1
ئئەم	ئەم	ئەم	1	1	0
ئەژنو	ئەژنۆ	ئەژنەو,ئەرنو,ئەژنۆ	0	1	0
ئەستو	ئەستۆ	detected_correct	0	0	0
