word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
تایبە	تایبەت	تەیبا,تاینە,تایبەت,تاڵیبە,ڕایبە,تایڵە,تایعە,تایچە,تایلە,نایبە,تانبە,دایبە,تەیبە,تای بە,تا یبە	0	1	1
توتنی	تووتنی	توتین,وتنی,تونی,توتی,توتن,توتانی,تووتنی,وتنیت,تونیت,توتچی,کوتنی,گوتنی,توانی,توتن ی,توت نی	0	0	1
تێبینیە	تێبینییە	تێبینە,تێبینی,تێبینیڵە,تێبینیەڵ,تێبینیچە,تێبینیلە,تێبینینە,تێبینیەک,تێبینیوە,تێبینیت,تێبینچە,تێبینلە,تێبیننە,تێبینین,تێبینیم	0	0	0
چوارمانگ	چوار مانگ	چواردانگ,چوار مانگ,چوارمەشقانگ	0	1	1
داواشدەکەین	داواش دەکەین	دایکەوباوکەین	0	0	0
دزەبکەنە	دزە بکەنە	دزە بکەنە,زەبەندە	1	1	1
دورگەیەکی	دوورگەیەکی	گوردەیەکی,دەرگەیەکی,درگەیەکی,پێگورگەیەکی,دورزیلەیەکی,دوروییەکی	0	0	0
دووکەسەوە	دوو کەسەوە	دووکەڵەوە,دووکەکەوە,دوو کەسەوە,دووردەسەوە,دوودووکەرەوە,دەندووکەوە,دووسەرەوە	0	1	1
دەریاییانەی	دەریایییانەی	دەریای یانەی,گیادەرمانەی,دەرمانەدیان,بەیاندەرەی,یاریدەدەری	0	0	0
ڕێکخراونەتەوە	ڕێک خراونەتەوە	خاوبوونەوەتەوە	0	0	0
ڕەسمییەو	ڕەسمییە و		0	0	0
سروشتیەی	سروشتییەی	سروشتیی,سروشتیەتی,سروشتیشی,سروشتیەڵ,سروشتیچی,سروشتیەک,سروشتی	0	0	0
سەرۆکایەتیە	سەرۆکایەتییە	سەرۆکایەتی,سەرۆکایەتیڵە,سەرۆکایەتیەڵ,سەرۆکایەتیچە,سەرۆکایەتیلە,سەرۆکایەتیەک,سەرۆکایەتیت,سەرۆکایەتین,سەرۆکایەتیم,سەرۆکایەتیک,سەرۆکایەتیگ,سەرۆکایەتیی,سەرۆکایەتی ە,سەرکردایەتی	0	0	0
سەمونخانەیەکی	سەموونخانەیەکی	میوانخانەیەکی,دیوانخانەیەکی,نانەواخانەیەکی	0	0	0
کردونی	کردوونی	کردنی,کردووی,کردینی,کرد ونی,کر دونی	0	0	0
کۆبوونەویەکی	کۆبوونەوەیەکی	کۆبوونەوەیەکی,کۆکبوونەوەیەکی,لەکۆڵبوونەوەیەکی,کۆبوونەوەی,مۆڕبوونەوەیەکی	1	1	1
کۆلێجانە	کۆلێژانە	کۆلێتانە,کۆلێ جانە,لێکۆلەرانە	0	0	0
کۆنتڕۆڵیان	کۆنترۆڵیان	کۆنستانتیان	0	0	0
لێکتێگەشتن	لێکتێگەیشتن	لێکتێ گەشتن,لێکتگەشێنرێن	0	0	0
لەبەڕێوەبەرایەتیی	لە بەڕێوەبەرایەتیی	لە بەڕێوەبەرایەتیی,بەڕێوەبەرایەتیی,بەڕێوەبەرایەتی	1	1	1
لەزێرەڤانی	لە زێرەڤانی	لەرزێنرانی	0	0	0
لەفێستیڤاڵی	لە فێستیڤاڵی	کریستیڤای	0	0	0
لەکۆبوونەوەکەیاندا	لە کۆبوونەوەکەیاندا	لەکۆڵبوونەوەکەیاندا,لە کۆبوونەوەکەیاندا,لێکوپێکبوونەوەکەیاندا	0	1	1
لەلیستەکە	لە لیستەکە	تەلکەلەخەکە,تەوەکەلەکە	0	0	0
لەهونەرەوە	لە هونەرەوە	لە هونەرەوە,هونەروەرەوە,هونەروەرە,لەرینەوەوە,هونەروەر	1	1	1
لەهەمووشی	لە هەمووشی	هەمووییشی	0	0	0
مێرمنداڵەکەی	مێردمنداڵەکەی	مێر منداڵەکەی,منداڵدارەکەی,منداڵدانەکەی,کەڵەمێردەکەی	0	0	0
نوێنەرایەتیە	نوێنەرایەتییە	نوێنەرایەتی,نوێنەرایەتی ە,نەوێندرایە	0	0	0
هاواڵێکی	هەواڵێکی	detected_correct	0	0	0
وەریناگرم	وەری ناگرم	detected_correct	0	0	0
وەستێندرا	وەستێنرا	detected_correct	0	0	0
یاخیانی	یاخییانی	یاخەیانی,یاخییانی,یاخییان,خیایانی,یانییانی,خانییانی,یانیسانی,یانەیانی	0	1	1
ئینتەرپۆڵ	ئینتەرپۆل	وینتەرۆڵ	0	0	0
بابەگوڕگوڕو	بابەگوڕگوڕ و		0	0	0
باروڕۆخی	بارودۆخی	بارودۆخی,باروخی	1	1	1
بوبێتنە	بووبێتنە	بێتاوانە	0	0	0
بوزانیشر	بوزانشیر	بووزجانی	0	0	0
بیکەیەن	بیکەین	بیبیلکەن	0	0	0
بەترسەوە	بە ترسەوە	بەرتسەوە,نەترسەوە,بترسەوە,بەرترسەوە,بتترسەوە,مەترسەوە,بمترسەوە,دەترسەوە,بیترسەوە,بە ترسەوە,بەتۆرستەوە,بەرپرسەوە,بەترەفەوە,سەبەتەوە	0	0	1
بەدو	بەد و	بەدە,نەدو,بدو,بەد,بەردو,بەدوو,بتدو,بەدت,بەدر,بەدن,مەدو,بمدو,بەدم,بەدک,بەدگ	0	0	0
بەردو	بەرد و	detected_correct	0	0	0
بەڕیزان	بەڕێزان	بەڕێزان,بەڕیان,بەڕیتان,بەریزان,بەڕیمان,بەڕەزان,بەڕییان,بەڕی زان,بەڕ یزان,بە ڕیزان,بەڕازیلان	1	1	1
بەڕەوای	بە ڕەوای	بەڕەزای,بەڕە وای,بە ڕەوای,ڕەوای	0	1	1
بەسەرتاسەری	بە سەرتاسەری	بە سەرتاسەری,سەرتاسەری,دەستبەرسەری,سەرتاسەر	1	1	1
بەشداریبکەن	بەشداری بکەن	بەشداری بکەن,بەشداریکردن	1	1	1
بەقەوارەکان	بە قەوارەکان	بە قەوارەکان,نابەکارەکان,قەرەواشەکان,بارەوەرانەکان,دارەوانەکان	1	1	1
پرادۆیەو	پرادۆیە و	پرادو	0	0	0
پرۆژی	پرۆژەی	پرژی,پرۆژەی,پرۆژە	0	1	1
پڕۆژەکەن	پرۆژەکەن	بەڕۆژەکۆن	0	0	0
پێناکەیت	پێ ناکەیت	پێناکریت,پێناکیت,پێناکەفیت,پێناکەنیت,پێناکەویت,پێنابەیت,پێناکشیت,پێناکڕیت,پێناخەیت,پێناگەیت,پێنادەیت,پێناکە یت,پێنا کەیت,پێناتەپێنیت	0	0	0
پیاوماقوڵان	پیاوماقووڵان	ناماقووڵین	0	0	0
تایبەتیشیەوە	تایبەتیشییەوە	detected_correct	0	0	0
تۆمدا	تۆم دا	detected_correct	0	0	0
تیرۆرستییەی	تیرۆریستییەی	خۆپەرستیی	0	0	0
جارەسەری	چارەسەری	چارەسەری,جارە سەری,چارەسەر	1	1	1
جوڵاوەتەوە	جووڵاوەتەوە	جووڵاوەتەوە,کوڵاوەتەوە,هەڵاوەتەوە,وڵایەتەوە,وڵایەتتەوە	1	1	1
جەماوەی	جەماوەری	جەماوەری,جەماوەر,جەما وەی,ماوەی	1	1	1
چارەدەکرێت	چارە دەکرێت	چارە دەکرێت,چارەکردنت	1	1	1
چاکبونەوەی	چاکبوونەوەی	چاکبوونەوەی,چاکبوونەوە,پاکبوونەوەی,چابوونەوەی,ناسکبوونەوەی	1	1	1
چاوبگێڕیتەوە	چاو بگێڕیتەوە	چاو بگێڕیتەوە,چاوگێڕانتەوە	1	1	1
چوارکەسیش	چوار کەسیش	چوار کەسیش,هەرکەسیش	1	1	1
چەکداریەکە	چەکدارییەکە	کەدارییەکە,نەدارییەکە,داریەنەکە	0	0	0
حکومەییەکاندا	حکومییەکاندا	کانوونییەکەمدا	0	0	0
حەزبکات	حەز بکات	حەزیرانت	0	0	0
خاودەبێتەوە	خاو دەبێتەوە	خاو دەبێتەوە,خاوەخاوتەوە	1	1	1
داب‌ونەریتی	دابونەریتی	دابونەریتی,دابونەریت	1	1	1
دوکانەکەیدا	دووکانەکەیدا	detected_correct	0	0	0
دۆزێنەوەی	دۆزینەوەی	دۆزینەوەی,دۆزێ نەوەی,دۆزینەوە	1	1	1
دێرزوور	دێرەزوور	دێرەزوور,شوودێرلوو	1	1	1
دەچووی	دەرچووی	detected_correct	0	0	0
دەردەجێت	دەردەچێت	دەردەچێت,دەردەێت,دەردەجنێت,دەردەجمێت,دەردەبێت,دەردەشێت,دەردەڕێت,دەردەکێت,دەردەێێت,دەردە جێت,زەردەبێت	1	1	1
دەریبکەن	دەری بکەن	detected_correct	0	0	0
دەستکەوتبێت	دەست کەوتبێت	دەستکەوت بێت,دەست کەوتبێت,بەدەستکەوتنت,دەستکەوتت,دەستکەوتنت,بەدەستکەوتن	0	1	1
دەستەواژەو	دەستەواژە و	دەوەستاند	0	0	0
دەسەڵاتگرتنە	دەسەڵات گرتنە	دەسەڵات گرتنە,دەستهەڵگرتنە	1	1	1
دەگێرێتەوە	دەگێڕێتەوە	دەگیرێتەوە,دەگرێتەوە,دەگێێتەوە,دەرگێێتەوە,دەگێڕێتەوە,دەنێرێتەوە,دەدێرێتەوە,دەگارێتەوە,دەگێ رێتەوە,دەگەیێرێێتەوە,گێرترودتەوە,گێرترودەوە	0	0	1
دەنووسێ	دەنووسێت	detected_correct	0	0	0
ڕِابردوو	ڕابردوو	detected_correct	0	0	0
ڕابوەستێ	ڕابوەستێت	detected_correct	0	0	0
ڕاییدەکات	ڕایی دەکات	ڕایدەرت	0	0	0
ڕحیمە	ڕەحیمە	ڕیمە,ڕەحیمە,ڕەحیم,ڕنیمە	0	1	1
ڕوبارە	ڕووبارە	ڕووبارە,دوبارە,ڕابارە,ڕۆبارە,ڕو بارە,ڕووبار	1	1	1
ڕوونکردنەویەکی	ڕوونکردنەوەیەکی	سوورکردنەوەیەکی,پانکردنەوەیەکی	0	0	0
سپلێتی	سپلیتی	سکارلێتی	0	0	0
سپۆڕتی	سپۆرتی	پسپۆڕی	0	0	0
سویدییەکان	سوێدییەکان	سویسییەکان,سەیدییەکان,سوەیدییەکان,سوی دییەکان,ویدیۆکییەکان,جانگسوییەکان,سوبحانییەکان,ئەسوانییەکان	0	0	0
سەرپێیچی	سەرپێچی	سەرپێچیی,سەرپێچی,سەرپێچیچی,سەریپێچی,سەر پێیچی,سەرپەتیچی,سەرسپیچی	0	1	1
سەیارەو	سەیارە و	سەیارە,سەیارەوە,سەیارەوو,سەیارەت,سەیارەن,سەیارەم,سەیارەک,سەیارەگ,سەیارەی,سەیارە و,سەیاری	0	0	1
شوڕشی	شۆڕشی	شۆڕشی,شوێشی,شووتیشی	1	1	1
فرۆشگەکانی	فرۆشگاکانی	فرۆشرانەکانی,فرۆشیارەکانی,فرۆشتنەکانی,شەڕفرۆشەکانی	0	0	0
فەرمانیەران	فەرمانبەران	فەرمانبەران,فەرماندەران,فەرمانداران,نافەرمانین,فەرمانبەرداران,نافەرمانی	1	1	1
قبووڵکرا	قبووڵ کرا	قەبووڵکردنا	0	0	0
کاردینال	کاردیناڵ	کانیدینار	0	0	0
کاڕگێڕییەکان	کارگێڕییەکان	کانیگوڵییەکان	0	0	0
کۆبونەوەکەشی	کۆبوونەوەکەشی	کۆبوونەوەشی,کۆکبوونەوەشی,لەکۆڵبوونەوەشی,کۆبوونەوەی	0	0	0
کۆبونەوەماندا	کۆبوونەوەماندا	کۆبوونەوەماندا,کۆکبوونەوەماندا,لەکۆڵبوونەوەماندا,چاکبوونەوەماندا,پاکبوونەوەماندا	1	1	1
کۆنفراسەکە	کۆنفرانسەکە	فرانکۆەکە	0	0	0
کێبرکێیەکی	کێبڕکێیەکی	کێبەرکێیەکی,برۆکیێیەکی,مارکێییەکی,کێبەرکێی	0	0	0
کەباس	کە باس	کەباب,کەساس,کەڵاس,عەباس,کە باس	0	0	0
کەبەیەکەوە	کە بەیەکەوە	کەنەیەکەوە,بەبەیەکەوە,کەشەیەکەوە,کەرەیەکەوە,کەڵەیەکەوە,کابەیەکەوە,کەیڵەبەکەوە,کولەکەیەکەوە,یەکاوەیەکەوە,سیبەوەییەکەوە	0	0	0
کەدەستکاری	کە دەستکاری	کە دەستکاری,دەستکاریی,دەستکاری,کاربەدەستی,هەستکاری	1	1	1
کەشناسیەوە	کەشناسییەوە	نەشناسیەوە,مەشناسیەوە,دەشناسیەوە,کەش ناسیەوە,کە شناسیەوە,شناسینەوە,ناسینەوەوە	0	0	0
کەلەپور	کەلەپوور	کەلەپۆڕ	0	0	0
گرتونی	گرتوونی	گرتنی,گرتووی,گیتونی,گرتینی,گرت ونی,گر تونی	0	0	0
گۆرینەوەیە	گۆڕینەوەیە	لەرینەوە	0	0	0
گەڕەکیکی	گەڕەکێکی	گەڕەکێکی,گەڕەکیشی,گەڕەکی کی,گەڕەک یکی,گەڕەکی	1	1	1
گەشتوون	گەیشتوون	گەشتوو,گەیشتوون,پەشتوون,گەستوون,چەشتوون,مەشتوون,گەزتوون,دەشتوون,گەشت وون,گەش توون,گە شتوون	0	1	1
لامەبەستە	لا مەبەستە	ڕامەبەستە,دامەبەستە,لێمەبەستە,لامە بەستە,لا مەبەستە,مەبەستە	0	0	1
لێکەوتەو	لێکەوتە و	لێکەوتوو,لێکوتەوە,لێکەوت,لێککەوت	0	0	0
لەبڕیارەکە	لە بڕیارەکە	لە بڕیارەکە,بڕیاردانەکە	1	1	1
لەپێشوازیی	لە پێشوازیی	پێشوازی	0	0	0
لەجێبەجێ	لە جێبەجێ	لە جێبەجێ,جێبەجێ	1	1	1
لەگۆڕە	لە گۆڕە	نەگۆڕە,مەگۆڕە,دەگۆڕە,لێگۆڕە,لە گۆڕە,گۆڕە	0	0	1
لەهێرشە	لە هێرشە	لە هێرشە,هێرشلە,هێرشە	1	1	1
لەیەختەکانی	لە یەختەکانی	پایتەختەکانی,لەیەکدانەکانی,خەلەکانەکانی,لەیەکدانانی	0	0	0
لەیەکترییەوە	لە یەکترییەوە	لەیەککردنییەوە,لەیەکچوونییەوە,لەیەکبوونییەوە,عەتریلەیلییەوە	0	0	0
ماتۆرەکەیدا	ماتۆڕەکەیدا	ماترەکەیدا,تاتۆرەکەیدا,ماتترەکەیدا,ئیمپراتۆرەکەیدا,مایەدارەکەیدا,ماتکردنەکەیدا,ماتەرازۆەکەیدا	0	0	0
ماکلوم	ماکلۆم	مالوم,ماک لوم,لاکلووم	0	0	0
مامۆستیانیش	مامۆستایانیش	مامۆستایانیش,مامۆسایانیش,یامامۆتۆانیش,نیشتمانییانیش	1	1	1
ماییەی	مایەی	مایەی,ماییژەی,مایینی,مایایی,مارەییی,مارەیی,مایە	1	1	1
مناڵبوونی	منداڵبوونی	مناڵ بوونی,زاڵبوونی	0	0	0
مۆڵگەو	مۆڵگە و	مۆڵگە,مۆڵگەوە,مۆڵگەوو,مۆڵگەت,مۆڵگەر,مۆڵگەل,مۆڵگەن,مۆڵگەم,مۆڵگەک,مۆڵگەگ,مۆڵگەی,مۆڵگە و,چۆڵگە	0	0	1
میلەتەکەمانە	میللەتەکەمانە	مەملەکەتانە	0	0	0
مەلەوانیەوە	مەلەوانییەوە	مەلەوانتەوە,مەلەوانێەوە,مەلەوانەوە,مەلەوانیتەوە,مەلەوانیشەوە,مەلەوانیمەوە,مەلەوانییەوە,مەلەوانمەوە,مەلەکانیەوە,مەلەیانیەوە,مەلەوان یەوە,مەلەوانانیەوە,مەلەزانانیەوە,مەریوانانیەوە,پەلەوەرانیەوە	0	0	1
ناچنەسەر	ناچنە سەر	ناچنە سەر,ناکەسەر	1	1	1
ناکرێنەوەو	ناکرێنەوە و	ناکرێنەوە,ناکرێنەوە و,نانەوێنرێ,نانەوێندرێ	0	1	1
نوسراوەتەوە	نووسراوەتەوە	ناسرووەتەوە,نووسراوەتەوە,نووسراوتەوە,نووسراوەوە,نووسرانتەوە,وەستێنراوەتەوە	0	1	1
هێرۆئیبراهیم	هێرۆ ئیبراهیم	هێرۆ ئیبراهیم,ئیبراهیمییم,ئیبراهیمیم,ئیبراهیمم,ئیبراهیمی	1	1	1
هەڵاو	هەڵا و	detected_correct	0	0	0
وبازرگانی	و بازرگانی	بازرگانی,و بازرگانی,بازرگانانی,بازرگان,ناوبانگانی	0	1	1
وتارەکەم	گوتارەکەم	detected_correct	0	0	0
وتنە	گوتنە	detected_correct	0	0	0
ورەگرتووە	وەرگرتووە	وەرگرتووە,ورەگر تووە,ورە گرتووە,سوورەتووە,توورەسوورەوە,توورەسوورە,توورەکەوە	1	1	1
ولەلایەن	و لەلایەن	ولە لایەن,هەمەلایەنە	0	0	0
وناتوانن	و ناتوانن	ناتوانن,وێناتوانن,ونا توانن,و ناتوانن,ناتەوانن,ناونانن,توانان,توانینن	0	0	1
ویستگەکە	وێستگەکە	ویستنەکە,پێویستەکە	0	0	0
وەردەگێڕدرێتە	وەردەگێڕرێتە	وەردەگەوزێندرێ	0	0	0
وەرزیە	وەرزییە	وەرزە,وەرزی,وەرزیلە,وەرزینە,وەزیرە,وەرزیت,وەرزشە,وەرزرە,وەرزڕە,وەرزچە,وەرزلە,وەرزین,مەرزیە,وەرزیم,وەرایە	0	0	0
ئاشکراشیانکردبوو	ئاشکراشیان کردبوو	ئاشکراشیان کردبوو,پەشیمانکردنەوەوو	1	1	1
ئالێکس	ئەلێکس	ئالێک,ئالێکسی,ئالێکت,ئالێکم,ئەلێکس,ئالێکی	0	0	1
ئامۆژگاریەکی	ئامۆژگارییەکی	ئامۆژگاریەک,ئامۆژگارییەکی,ئامۆژگارییەک,ئامۆژگاریەتی,ئامۆژگاریەک ی,ئامۆژیارییەکی,ئامۆژگاریکردنی,ئامۆژگاریی,ئامۆژگاریکردن	0	1	1
ئۆپەراسیۆنەکەو	ئۆپەراسیۆنەکە و		0	0	0
ئۆتومبێلەکەی	ئۆتۆمبێلەکەی	ئۆتۆمۆبیلەکەی	0	0	0
ئینتیزامیی	ئینتزامیی	نیزامییی	0	0	0
ئەبەستم	دەبەستم	detected_correct	0	0	0
ئەکەپەوە	ئاکەپەوە	ئەسەپەوە,ئەکەرەوە,ئەکەفەوە,ئەکەنەوە,ئەکەوەوە,کەپەکەوە,پەکەرەوە,پەککەوتەوە,ئەوەوە	0	0	0
ئەوانیتردا	ئەوانی تردا	ئەرخەوانیتردا,ئەرخەوانیدا,ئەردەواندا	0	0	0
باسەردانمان	با سەردانمان	باسەر دانمان,با سەردانمان,دەستبەردانمان,سەردانواندنمان,خەبەردانمان,باسکردنانمان	0	1	1
بالیۆزخانە	باڵیۆزخانە	بێرلیۆزانە	0	0	0
بتوێنرێتەوەو	بتوێنرێتەوە و	بتوەستێنرێ,بتفەوتێنرێ,بتنەوێندرێ	0	0	0
بحەسێییتەوە	بحەسێیتەوە	بحەسێنیتەوە,بحەسێنرێیتەوە,بحەسێندرێیتەوە,بحەپەسێنیتەوە,بحەپەسێنرێیتەوە	0	0	0
بخەوەن	بخەون	بخەون,بخەوە,بخەوێن,بخەوین,بخە وەن,بخەو	1	1	1
بڕوبیانو	بڕوبیانوو	بیانوو	0	0	0
بڕیاردە	بڕیاردەر	بڕیارە,بڕیاردەر,بڕیارچە,بڕیارلە,بڕیاردا,بڕیار دە,بڕیار	0	1	1
بزوتنەوەکەشم	بزووتنەوەکەشم	بزووتنەوەکەشم,بزوت نەوەکەشم,بز وتنەوەکەشم,بیرکەوتنەوەکەشم,بزووتنەوەشم,بەستنەوەکەشم,بیستنەوەکەشم	1	1	1
بژیەنن	بژیێنن	بیژەنن,بژەنن,بژەنین,بژیێنن	0	0	0
بسوڕێمەوە	بسووڕێمەوە	بسو ڕێمەوە,بسووڕێنمەوە,بسووڕێنرێمەوە,بسووڕێنەوە,سووڕێنمەوە	0	0	0
بسۆ	بشۆ	سۆ,بۆ,بۆسۆ,بست,بشۆ,برۆ,بڕۆ,بسڕ,بخۆ,بجۆ,بچۆ,بسک,بسو,بیۆ,ب سۆ	0	0	1
بگەرێیت	بگەڕێیت	بەرێیت,بگەزرێیت,بەرگێیت,بلەرێیت,بگەیێیت,بگەر ێیت,بگە رێیت,بگەیێرێیت,بگوزەرێیت,بگەیێدرێیت	0	0	0
بووجەی	بودجەی	بووسەی,بوو جەی,بەلوجەی	0	0	0
بۆریەکەدان	بۆرییەکەدان	بریسکەدانان	0	0	0
بیرهێنایەوە	بیر هێنایەوە	بیرهێنانەوە,بارهێنانەوە	0	0	0
بیشاوەری	پیشاوەری	باراوەری	0	0	0
بەرزنرخێنراوە	بەرز نرخێنراوە	بەرنرخێنراوە,بەرز نرخێنراوە,بەرچەرخێندراوە	0	1	1
بەرەوپێشی	بەرەو پێشی	بەریەمێشی	0	0	0
بەناوەکان	بە ناوەکان	بناوەکان,بەدناوەکان,بەراوەکان,بەنافەکان,عەناوەکان,هەناوەکان,بەناوە کان,بە ناوەکان,بانەناوەکان,ناوبەئەناوەکان,بەناوبانگەکان,بەناشوانەکان	0	0	1
بەنەخۆشییەکانی	بە نەخۆشییەکانی	بە نەخۆشییەکانی,خۆنەخۆشخستنەکانی	1	1	1
پاکەوانێک	پاسەوانێک	پاسەوانێک,پاڵەوانێک,پاکە وانێک,پا کەوانێک,کەوانێک,کەواندنێک	1	1	1
پانێلەکەی	پانێڵەکەی	بانێلەکەی,پاوێلەکەی,پانێ لەکەی,پلەکانەکەی	0	0	0
پباوان	پیاوان	باوان,پاوان,پڵاوان,پیاوان,بانوانان,بانوان	0	0	1
پۆلیڤیاش	بۆلیڤیاش	ئۆلیڤیا	0	0	0
پێدەدان	پێ دەدان	پێتدەدان,پێدەدران,پێدەدڕان,پێمدەدان,پێدەدوان,پێیدەدان,پێدەدڕن,پێدەمان,پێدەزان,پێدەدزن,پێدەدەن,پێدەدون,پێدەدین,پێدە دان,پێ دەدان	0	0	0
پێشخشتنی	پێشخستنی	پێششتنی,پێشخستنی,پێگەیشتنی	0	1	1
پەرلەمانتارەکوردەکان	پەرلەمانتارە کوردەکان	سیدیۆمکوردیستانیکۆمفرۆدەکان	0	0	0
تارماییە	تارمایییە	تارمایی,تارماییڵە,تارماییەڵ,تارماییچە,تارماییلە,تارماییەک,تارماییت,تارمایین,تارماییم,تارماییک,تارماییگ,تارماییی,تارمایی ە,شتاینمایەر	0	0	0
تایبەتمەندیەکان	تایبەتمەندییەکان	تایبەتمەندییەکان,تایبەتمەندین,تایبەتمەندی	1	1	1
تونێلەکەو	تونێلەکە و	لەکەڵککەوتن	0	0	0
تۆیا	تۆدا	تۆی,ترۆیا,تۆیڕا,تۆیها,تۆیدا,تۆپا,تۆیت,ڕۆیا,تۆڕا,تۆخا,تۆین,تۆما,تۆیم,تۆیک,گۆیا	0	0	0
تەلەفزیۆنێک	تەلەڤزیۆنێک	تەلەڤزیۆنێک,تەلەفۆنێک	1	1	1
جو	جۆ	و,جوپ,جاو,جوا,جۆو,جەو,جوو,بو,سو,ڕو,ڵو,هو,لو,جل,جن	0	0	0
جێ‌نەهێشتووە	جێ نەهێشتووە	هێشتنەوەوە	0	0	0
جەستیان	جەختیان	جەستینا,خەستیان,جەستین,جەستنیان,جەستینان,جەستەیان,بەستیان,پەستیان,جەفتیان,هەستیان,جەختیان,لەستیان,جەستنان,جەستینن,مەستیان	0	0	1
جەنگدابووبن	جەنگدا بووبن	جەنگدا بووبن,جەنگ دابووبن,دەنگدانەوەن	1	1	1
چاوەروانتە	چاوەڕوانتە	چاوەڕوانە	0	0	0
چاوەڕوانیانەیان	چاوەڕوانییانەیان	چاوەڕوان یانەیان,چاوەڕوانکردنیان	0	0	0
حاڵەتەداو	حاڵەتەدا و	حاڵەتە داو,ئاڵەتەسوورە	0	0	0
حوسەیینیەی	حوسەینیەی	حوسەینیی,حوسەینی,حوسەین	0	0	0
حەسو	حەسۆ	حەسە,ئەسو,حەس,حەساو,نەسو,حەسن,مەسو,حەسم,دەسو,حەسا,حەسێ,حەسی,حەس و	0	0	0
خاودەبنەوە	خاو دەبنەوە	خاو دەبنەوە,خاوبوونەوەوە,خاوبوونەوە,خاوەندەوە,دەواخانەوە	1	1	1
خواوەند	خوداوەند	detected_correct	0	0	0
خەڵوەنگەی	خەڵوەتگەی	گوڵەهەنگەی	0	0	0
خەوێندرا	خەوێنرا	detected_correct	0	0	0
دادوەرکان	دادوەرەکان	دادوەران,دادوەرەکان,دادوەرتان,دادوەرکار,دادوەرمان,دادوەریان,دادوەر کان,دادانەوەکان,دادوەرن,دادپەروەران,دادرکاند	0	1	1
داهاێناوە	داهێناوە	داهێناوە,داودناوە	1	1	1
دزەیش	دزەییش	دەیش,دزەیی,دزە یش	0	0	0
دلنیا	دڵنیا	دڵنیا,دنیا,دیلنا,دونیا,دانیالا	1	1	1
دڵتا	دڵتدا	فڵتا,دڵا,دڵت,دڵتڕا,دڵتان,دڵتدا,داڵت,دڵڕا,دڵها,خڵتا,مڵتا,دڵدا,داتا,دڵ تا	0	0	1
دووگیانیەکەم	دووگیانییەکەم	ماندوویییەکەم,نیوەگیانەکەم,گیادووپشکەکەم,گیاناوکەکەم	0	0	0
دیریکراوەکانی	دیاریکراوەکانی	داگیرکراوەکانی,هاوکاریکردنەکانی,داوەراندنەکانی	0	0	0
دەتواین	دەتوانین	دەتوانی,دەواین,دەتوان,دەتوانین,دەیتوان,دەسواین,دەڕواین,دەلواین,دەتناین,دەتوانن,دەتگاین,دەدواین,دەتداین,دەت واین,دە تواین	0	0	1
دەچەشت	دەچێشت	detected_correct	0	0	0
دەرهێنن	دەربهێنن	detected_correct	0	0	0
دەرینابڕن	دەری نابڕن	detected_correct	0	0	0
دەوستێتەوە	دەوەستێتەوە	دەتسوێتەوە,دەوێستێتەوە,دەوەستێتەوە,دەوەستێنێتەوە,دەوەستێنرێێتەوە,دەوسێنەتەوە,دەوەستێنەوە	0	1	1
ڕابردووهاوسەرگیری	ڕابردوو هاوسەرگیری		0	0	0
ڕادێۆی	ڕادیۆی	ڕادێری,ڕادۆڕاندی	0	0	0
ڕادیۆناوخۆی	ڕادیۆ ناوخۆی	ناڕاستەوخۆی	0	0	0
ڕاڕای	ڕاڕایی	detected_correct	0	0	0
ڕوداوەکەین	ڕووداوەکەین	دارەکەوەین,دڕکەکەوەین	0	0	0
ڕوسیاوەن	ڕووسیاوەن	سیاوسەدەن	0	0	0
ڕیزبەندیەکانی	ڕیزبەندییەکانی	ڕەزامەندییەکانی,یەخبەندانەکانی	0	0	0
ڕەتدکردەوە	ڕەت کردەوە	ڕەتکردنەوە,کردەوەوە	0	0	0
زاهیرغەریب	زاهیر غەریب	زاهیر غەریب,زەواهیری	1	1	1
زوکێربێرگی	زوکەربێرگی	زوکەربێرگی,زوکەربێرگ	1	1	1
زیانیشئ	زیانیشی	زیانیشت,زیانیشم,زیانیشی,کیانیزی	0	1	1
زیندوترین	زیندووترین	زیندووترین,زیندانیترین,زیندوویین,زیندووین	1	1	1
زەمانیەوە	زەمانییەوە	زەیانمەوە,مەزانیەوە,زەمانەوە,زەمانیتەوە,زەمانیشەوە,زەخمانیەوە,زەمانیمەوە,تەمانیەوە,شەمانیەوە,زەڕانیەوە,ژەمانیەوە,زەقانیەوە,جەمانیەوە,چەمانیەوە,زەلانیەوە	0	0	0
ژێرپەنجەی	شێرپەنجەی	شێرپەنجەی,ژێر پەنجەی,شێرپەنجە	1	1	1
سبەینێیەو	سبەینێیە و	سبەینێ یەو,سبەینێ	0	0	0
ستاپچات	سناپچات	ساپاتات	0	0	0
سلمێمانیدا	سلێمانیدا	سلێمانیدا,سلێمانییدا,سلماستکانیدا,سەلمانانیدا,سەلمانیدا	1	1	1
سلێمنانی	سلێمانی	لێمنانی,سلێمانی,سلێمانین,لێمانانی,پلێمنسانی,کلێمنسانی,لێنانانی	0	1	1
سەپێندرابێت	سەپێنرابێت	detected_correct	0	0	0
شوبهاندووەو	شوبهاندووە و	ماندووبوون	0	0	0
